,Label,precision,recall,f1-score,support,Average Precision
0,No Finding,0.1904109589041095,0.7808988764044944,0.3061674008810572,178.0,0.31172987845142724
1,Enlarged Cardiomediastinum,0.0646976090014064,0.4791666666666667,0.1140024783147459,96.0,0.06717120558803405
2,Cardiomegaly,0.2015384615384615,0.5346938775510204,0.2927374301675978,245.0,0.23169977169596664
3,Lung Opacity,0.604524886877828,0.6774847870182555,0.6389287422285987,986.0,0.6254188487470562
4,Lung Lesion,0.0588235294117647,0.6486486486486487,0.1078651685393258,74.0,0.06194681416782287
5,Edema,0.3985122210414453,0.7211538461538461,0.5133470225872689,520.0,0.46147030285975477
6,Consolidation,0.087248322147651,0.5735294117647058,0.1514563106796116,136.0,0.10217019383457826
7,Pneumonia,0.0400943396226415,0.6938775510204082,0.0758082497212932,49.0,0.04310285067976775
8,Atelectasis,0.1887640449438202,0.5401929260450161,0.279766860949209,311.0,0.2016568364959813
9,Pneumothorax,0.1460423634336677,0.7081081081081081,0.2421441774491682,185.0,0.16138967726361464
10,Pleural Effusion,0.5685164212910532,0.6236024844720497,0.5947867298578199,805.0,0.5928284177647485
11,Pleural Other,0.0212464589235127,0.5769230769230769,0.040983606557377,26.0,0.042337177379389496
12,Fracture,0.0522041763341067,0.5769230769230769,0.0957446808510638,78.0,0.05165689384656723
13,micro avg,0.2176895637062105,0.6451612903225806,0.3255368622623444,3689.0,0.24907738403597807
14,macro avg,0.2017402918054975,0.6257848721307211,0.2656722199064721,3689.0,0.22727529759805457
15,weighted avg,0.3954881489014005,0.6451612903225806,0.4569050488493587,3689.0,0.425820232552929
16,samples avg,0.2146492063492063,0.5782833333333333,0.297872347097347,3689.0,0.43014961034336036
