Epoch,Train Loss,Validation Loss
1,1.1706914001889843,12.507543289906254
2,1.1414887373871818,12.622573919795721
3,1.1282675042648822,11.983712121375131
4,1.120394306573049,12.484394773850331
5,1.1097242212425944,13.109462261312222
6,1.101202000054421,13.556830498379792
7,1.0958517272456145,11.442519306519154
8,1.0827318979827567,12.107048030222384
9,1.070821379788304,12.772063728173698
10,1.0618215262822526,12.996870402707193
11,1.051250529763232,11.373120402890248
12,1.0408612622937052,11.182639105100161
13,1.0307961358416518,12.138477787279935
14,1.019969686133161,11.68613070007177
15,1.0085521101919879,12.234106667804909
16,1.0034736092136376,12.849486380127749
17,0.9909252987534933,10.447419322790672
18,0.9756751582012705,10.062802922210622
19,0.9678788720695217,9.07602889158597
20,0.9613903909218033,10.226839034043014
21,0.944422434009108,9.877552396714256
22,0.9474725135146207,10.126979753178626
23,0.9266354713052462,9.147062803687376
24,0.9205445315569372,9.573286386379987
25,0.9138663178531805,9.130778123210751
26,0.9046102490493692,10.890104629969427
27,0.8955507971330106,9.161715115378962
28,0.8820656044304174,9.342477367341427
29,0.8700415727262599,9.14649001535516
