,Label,precision,recall,f1-score,support,Average Precision
0,No Finding,0.4947368421052631,0.2640449438202247,0.3443223443223443,178.0,0.33180533041545784
1,Enlarged Cardiomediastinum,0.094017094017094,0.1145833333333333,0.1032863849765258,96.0,0.07282086865518797
2,Cardiomegaly,0.2607449856733524,0.3714285714285714,0.3063973063973064,245.0,0.24651318060891692
3,Lung Opacity,0.571764705882353,0.7393509127789046,0.6448474126492703,986.0,0.6114345119212461
4,Lung Lesion,0.0654205607476635,0.4729729729729729,0.1149425287356321,74.0,0.07350260144082552
5,Edema,0.3983926521239954,0.6673076923076923,0.4989216391085549,520.0,0.43221387838483916
6,Consolidation,0.131578947368421,0.2941176470588235,0.1818181818181818,136.0,0.11882353131617578
7,Pneumonia,0.09,0.1836734693877551,0.1208053691275167,49.0,0.04476068607610306
8,Atelectasis,0.2151162790697674,0.2379421221864952,0.2259541984732824,311.0,0.21165704386409812
9,Pneumothorax,0.1883656509695291,0.3675675675675676,0.2490842490842491,185.0,0.17869168788800818
10,Pleural Effusion,0.5950520833333334,0.5677018633540373,0.5810553083280356,805.0,0.6051565104090506
11,Pleural Other,0.0833333333333333,0.0384615384615384,0.0526315789473684,26.0,0.034480815605943065
12,Fracture,0.1049723756906077,0.2435897435897435,0.1467181467181467,78.0,0.07052329742814772
13,micro avg,0.3629518072289157,0.5226348603957712,0.4283968447950227,3689.0,0.281266563005534
14,macro avg,0.2533458084857472,0.3509801829421277,0.2746757422066473,3689.0,0.23326030338569229
15,weighted avg,0.4202118745259385,0.5226348603957712,0.4547567893658291,3689.0,0.4256702644449176
16,samples avg,0.3296821428571428,0.45075,0.353333991008991,3689.0,0.4484253881766382
