Epoch,Train Loss,Validation Loss
1,0.2255886921420109,0.20536212441963198
2,0.21921476621105912,0.20900012533432333
3,0.21797589977684922,0.21434865909279516
4,0.21691465532427634,0.21604106668856288
5,0.21641033506974147,0.2171293994060534
6,0.2156576163711646,0.2188812373079347
7,0.2153325905595914,0.2219450345352883
8,0.21472515782980925,0.2197273859154495
9,0.21432118634398753,0.2223385094368922
10,0.21402323150768882,0.21921491742685775
11,0.21351658237320711,0.22384665203380733
12,0.2130026761277907,0.22438954456254206
13,0.2131189211517046,0.22573079897161355
14,0.2121869416785568,0.22506367590379955
15,0.2122790022566349,0.22603085943379408
16,0.21200544269662855,0.22432036264826735
17,0.21160845291168506,0.22528329363104246
18,0.21167507570218722,0.22639476681797532
19,0.21136627859189355,0.22535561482904207
20,0.2110921611577363,0.2234405649672283
21,0.21069209516867665,0.22421656682490498
22,0.21029640223274318,0.22793602120821002
23,0.21007147560814024,0.23074882811185543
24,0.2095460361430976,0.22960039377799465
25,0.20979153202243042,0.22825956275287412
26,0.2092298146430714,0.22715354537737975
27,0.20941857367735237,0.2279259315791896
28,0.2089210328810314,0.22772455271079503
29,0.20870433953436415,0.22790101754640163
30,0.20863692189913458,0.23032985844610185
31,0.20840730635281848,0.23119480570125722
32,0.20784742281630006,0.23155696073607235
33,0.2076090869032076,0.23509930754904168
34,0.20762630789152048,0.23373212667741047
35,0.20732818322442398,0.2300643310679798
36,0.20726490062589345,0.23331429780411084
37,0.20679702557702412,0.23207062996826697
38,0.20724360654662313,0.23454223387938677
39,0.20673913690116,0.2340059269671055
40,0.20673267737419515,0.2351274930120725
41,0.20608105369076182,0.23342258841941868
42,0.20615914727054038,0.23439419702682757
43,0.20603720984269003,0.2315200928603496
