Epoch,Train Loss,Validation Loss
1,0.009204636230336774,0.19283959706093176
2,0.007881640918632603,0.21012881510028464
3,0.007823078973272828,0.21396796955063926
4,0.007759941343117893,0.2142912002479063
5,0.00773175285278103,0.22166121155695012
6,0.007683536765713877,0.2238780429120644
7,0.00765776732170891,0.22539553458379655
8,0.0076413749435723976,0.22440333283733693
9,0.007589245173947486,0.2292420567611317
10,0.0075458053718280415,0.22777822025181768
11,0.007529907629234635,0.22809091307241192
12,0.007504748742694903,0.23124702392683924
13,0.007461865876844212,0.23005694569347535
14,0.007452947146463446,0.23306734631256265
15,0.0074267189465576635,0.23215438050452403
16,0.00739485270798854,0.2317836202993848
17,0.007358714703467566,0.23657836869893195
18,0.007338895647088042,0.23574633428076103
19,0.007295450054573412,0.23247036281452835
20,0.00728016127933111,0.2345107013886087
21,0.007249306399474605,0.23381884789212565
22,0.007203013793661596,0.23342201146560176
23,0.007186516966569377,0.23357742322109384
24,0.007154500250426278,0.2337004260194968
25,0.007116279887771345,0.23462371185328212
26,0.007078948761167928,0.23227763691713432
27,0.0070605733734103405,0.23320237507403904
