Epoch,Train Loss,Validation Loss
1,0.009411030419978254,0.19219944795490151
2,0.007876573872417135,0.20946924485892937
3,0.00781254774998597,0.2138185698797484
4,0.007772828524357832,0.21095352822694607
5,0.007725875138216031,0.21484329094400742
6,0.007688288042654876,0.21691448648670328
7,0.007654741519063555,0.21805160164608323
8,0.0076101643207329706,0.22130889613595217
9,0.007575802538414068,0.22116422024187016
10,0.007525892419782553,0.2233603810011381
11,0.007495413397500638,0.22882426912653223
12,0.007453630034472239,0.23140715299720327
13,0.0073898538011895,0.23454312167958616
14,0.007352006152351894,0.23776607476234932
15,0.007286130579741326,0.2385214028371204
16,0.007230802788145386,0.23820040855034785
17,0.0071906988784402395,0.24230326879846145
18,0.007121671357263502,0.2423711427399482
19,0.007057254587788565,0.2346722701589585
20,0.007000244768398738,0.23859743025440358
21,0.006919302797720908,0.23420102729334322
22,0.006876110631340743,0.23715439030413338
23,0.006802157918217223,0.23426162438355752
24,0.0067429740128899995,0.23316707474655815
25,0.0066580583128230475,0.23715709791840872
26,0.006572859238934884,0.23709919661863899
27,0.006504872245131925,0.23362513237133992
