,Label,precision,recall,f1-score,support,Average Precision
0,No Finding,0.2634032634032634,0.6348314606741573,0.3723228995057661,178.0,0.32269887695094185
1,Enlarged Cardiomediastinum,0.0689655172413793,0.0208333333333333,0.032,96.0,0.0683931163903458
2,Cardiomegaly,0.2302158273381295,0.3918367346938775,0.2900302114803625,245.0,0.23238904012199613
3,Lung Opacity,0.5005117707267144,0.9918864097363084,0.6653061224489796,986.0,0.6126572278172443
4,Lung Lesion,0.1012658227848101,0.1081081081081081,0.1045751633986928,74.0,0.06855666348758009
5,Edema,0.3508771929824561,0.8846153846153846,0.5024576734025122,520.0,0.4476893671049249
6,Consolidation,0.2083333333333333,0.1102941176470588,0.1442307692307692,136.0,0.12412451518107458
7,Pneumonia,0.3333333333333333,0.0204081632653061,0.0384615384615384,49.0,0.061885041319361705
8,Atelectasis,0.1853741496598639,0.3504823151125402,0.2424916573971079,311.0,0.20409602802046412
9,Pneumothorax,0.2114093959731543,0.3405405405405405,0.2608695652173913,185.0,0.187665198360136
10,Pleural Effusion,0.4610778443113772,0.9565217391304348,0.6222222222222222,805.0,0.621578304245042
11,Pleural Other,0.2,0.0384615384615384,0.064516129032258,26.0,0.07008967090831413
12,Fracture,0.0806451612903225,0.0641025641025641,0.0714285714285714,78.0,0.06646511199590886
13,micro avg,0.3789214977591441,0.7104906478720521,0.4942485385630775,3689.0,0.4821740850196079
14,macro avg,0.2458009701829337,0.3779171084170117,0.2623778864020132,3689.0,0.237560627838718
15,weighted avg,0.3571294437868014,0.7104906478720521,0.465905334440524,3689.0,0.43057075557546626
16,samples avg,0.3829630952380952,0.6379416666666666,0.4531350288600289,3689.0,0.5873905690605691
