Epoch,Train Loss,Validation Loss
1,1.1784175819237037,0.20015940035425814
2,1.150679831351505,0.20769366550385668
3,1.1361414784875685,0.21087182474383764
4,1.128686161068062,0.21299804373251477
5,1.1194175799882098,0.2198688673987861
6,1.112182215325806,0.22157598371325254
7,1.1061910828249972,0.2239088386754396
8,1.099683437193284,0.22309753895256165
9,1.0941866549451076,0.22742134700253847
10,1.0866305811257229,0.22497456873962365
11,1.0800668937442406,0.22675602590687202
12,1.0723490891958065,0.22626265979571028
13,1.0686511972135424,0.22894554527816213
14,1.058196383280327,0.22708924158320226
15,1.0542395442944463,0.23000303329841837
16,1.0449037651848694,0.23026407132197788
17,1.038854853009066,0.22808201399161301
18,1.0310190930074334,0.23019219159809415
19,1.0216952614152868,0.23003579631043775
20,1.0171939106645904,0.230135359560355
21,1.011313803118002,0.2281743679286462
22,1.0008345085493882,0.22797874170415924
23,0.9949591607155122,0.22703181992547733
24,0.9909467835818976,0.2291412893098967
25,0.9826345184184673,0.22761294874825394
26,0.9749288511251313,0.227812439475974
