Label,precision,recall,f1-score,support,Average Precision
No Finding,0.24944320712694878,0.6292134831460674,0.3572567783094099,178.0,0.29165612024639864
Enlarged Cardiomediastinum,0.12258064516129032,0.18627450980392157,0.14785992217898833,204.0,0.11624307548255751
Cardiomegaly,0.27071823204419887,0.6222222222222222,0.37728585178055823,315.0,0.36060949190444797
Lung Opacity,0.5558755760368663,0.9341723136495643,0.6970025279884435,1033.0,0.6111584548436153
Lung Lesion,0.06865671641791045,0.5411764705882353,0.12185430463576159,85.0,0.06817418503766146
Edema,0.45665236051502145,0.8260869565217391,0.5881702598120508,644.0,0.5384916088438187
Consolidation,0.24578790882061446,0.6342710997442456,0.35428571428571426,391.0,0.26973533201391864
Pneumonia,0.13981042654028436,0.5462962962962963,0.22264150943396227,216.0,0.1537307567313126
Atelectasis,0.36420612813370473,0.8381410256410257,0.5077669902912622,624.0,0.4129834187168352
Pneumothorax,0.1925925925925926,0.3644859813084112,0.2520193861066236,214.0,0.1921316062760779
Pleural Effusion,0.5648592999313659,0.9093922651933701,0.6968670618120237,905.0,0.7063643904493351
Pleural Other,0.11320754716981132,0.13333333333333333,0.12244897959183673,45.0,0.05243726568032392
Fracture,0.17105263157894737,0.1566265060240964,0.16352201257861634,83.0,0.09218065501316172
micro avg,0.35784788078188506,0.7490378772533928,0.4843166786719927,4937.0,0.34497136029478337
macro avg,0.2704187132361197,0.5632071125748099,0.3545370229850194,4937.0,0.29737664317226653
weighted avg,0.39580594175047407,0.7490378772533928,0.5122311730923803,4937.0,0.45774581170780315
samples avg,0.348588492063492,0.6913011904761904,0.4407340603840604,4937.0,0.5114964999154284
