Label,precision,recall,f1-score,support,Average Precision
No Finding,0.2685851318944844,0.6292134831460674,0.3764705882352941,178.0,0.2843776602133228
Enlarged Cardiomediastinum,0.12316715542521994,0.4117647058823529,0.18961625282167044,204.0,0.12052215571269524
Cardiomegaly,0.27424749163879597,0.5206349206349207,0.3592552026286966,315.0,0.3516432230241916
Lung Opacity,0.5371944739638682,0.978702807357212,0.6936535162950257,1033.0,0.6176343130301785
Lung Lesion,0.06631762652705062,0.4470588235294118,0.11550151975683891,85.0,0.07987949104008378
Edema,0.45532646048109965,0.8229813664596274,0.5862831858407079,644.0,0.5248991237272744
Consolidation,0.25542916235780766,0.6317135549872123,0.3637702503681885,391.0,0.26696433671823583
Pneumonia,0.1417910447761194,0.4398148148148148,0.2144469525959368,216.0,0.148493741602007
Atelectasis,0.38467807660961695,0.7564102564102564,0.5099945975148569,624.0,0.43746973429408204
Pneumothorax,0.1952662721893491,0.308411214953271,0.2391304347826087,214.0,0.20035401162231153
Pleural Effusion,0.5990415335463258,0.8287292817679558,0.6954102920723226,905.0,0.6874105410655349
Pleural Other,0.09230769230769231,0.13333333333333333,0.10909090909090909,45.0,0.05524107281930263
Fracture,0.14583333333333334,0.08433734939759036,0.10687022900763359,83.0,0.1040970662680632
micro avg,0.3624405544875038,0.7255418270204578,0.4834008097165992,4937.0,0.3399320075214405
macro avg,0.2722450350039049,0.5379312240518482,0.3507303023854378,4937.0,0.29838357470286797
weighted avg,0.4018285830151693,0.7255418270204578,0.5112169005656594,4937.0,0.4566257681356897
samples avg,0.3526611111111111,0.6738416666666667,0.4397198745698746,4937.0,0.5019324089237482
