,Label,precision,recall,f1-score,support,Average Precision
0,No Finding,0.2619047619047619,0.5561797752808989,0.356115107913669,178.0,0.32050718084656504
1,Enlarged Cardiomediastinum,0.1136363636363636,0.1041666666666666,0.108695652173913,96.0,0.09298938548457805
2,Cardiomegaly,0.237006237006237,0.4653061224489795,0.3140495867768595,245.0,0.255198193982243
3,Lung Opacity,0.5149051490514905,0.9634888438133874,0.6711409395973155,986.0,0.6165570020579156
4,Lung Lesion,0.0434782608695652,0.027027027027027,0.0333333333333333,74.0,0.06026549999323448
5,Edema,0.3578780680918448,0.8692307692307693,0.50701065619742,520.0,0.43990035992904
6,Consolidation,0.1481481481481481,0.0588235294117647,0.0842105263157894,136.0,0.10762470032077923
7,Pneumonia,0.2857142857142857,0.0408163265306122,0.0714285714285714,49.0,0.07231945045994699
8,Atelectasis,0.1935096153846154,0.5176848874598071,0.2817147856517935,311.0,0.20709480215167203
9,Pneumothorax,0.1565040650406504,0.4162162162162162,0.2274741506646972,185.0,0.17788309764178015
10,Pleural Effusion,0.4680196801968019,0.9453416149068324,0.6260798025503908,805.0,0.6278063693919858
11,Pleural Other,0.0,0.0,0.0,26.0,0.024499151367793216
12,Fracture,0.1132075471698113,0.0769230769230769,0.0916030534351145,78.0,0.07781579588152322
13,micro avg,0.3686854591124756,0.7161832474925454,0.4867802855826807,3689.0,0.47480072679134294
14,macro avg,0.2226086294011212,0.3877849889166182,0.2594504743106821,3689.0,0.2369585376545428
15,weighted avg,0.358220127968148,0.7161832474925454,0.4701573656602236,3689.0,0.43296830066101794
16,samples avg,0.3667011904761905,0.6368833333333335,0.4413469696969697,3689.0,0.573554732004107
