Epoch,Train Loss,Validation Loss
1,0.011007410990259845,0.20848683184568687
2,0.00848858753719591,0.20668181188701273
3,0.008297758422072067,0.22034273308012825
4,0.008261842491258213,0.21433586335107002
5,0.008138943570318769,0.22271593503716844
6,0.00806920379305582,0.22128604723518708
7,0.007959768929953138,0.2238523373721749
8,0.007917849315654956,0.22444728352221585
9,0.007841224169443323,0.23128032752162866
10,0.007816926782632301,0.22492582073460696
11,0.007724476181259751,0.24151218249760648
12,0.007639062795926635,0.23375186366560963
13,0.007516754915097865,0.23680719083712232
14,0.007422760431219538,0.23278296957725614
15,0.007355606058063529,0.2395661850781089
16,0.007264006314968311,0.23135135257285977
17,0.007216158634792072,0.23552848676224267
18,0.0070915998365113884,0.23366124338554872
19,0.006995496583456584,0.2323050378409596
20,0.006872666181309249,0.23222345304787456
21,0.00677186689404836,0.23545701982114947
