,Label,precision,recall,f1-score,support,Average Precision
0,No Finding,0.4029850746268656,0.1516853932584269,0.2204081632653061,178.0,0.3023919486843527
1,Enlarged Cardiomediastinum,0.0530973451327433,0.0625,0.0574162679425837,96.0,0.06590349404180454
2,Cardiomegaly,0.2584745762711864,0.2489795918367346,0.2536382536382536,245.0,0.22763826322667463
3,Lung Opacity,0.5640677966101695,0.8438133874239351,0.6761479073547338,986.0,0.6093470605228187
4,Lung Lesion,0.05,0.054054054054054,0.0519480519480519,74.0,0.05650202361945128
5,Edema,0.3560250391236306,0.875,0.5061179087875417,520.0,0.4507504580858335
6,Consolidation,0.1036269430051813,0.5882352941176471,0.1762114537444934,136.0,0.1123910243406182
7,Pneumonia,0.045816733067729,0.4693877551020408,0.0834845735027223,49.0,0.039686383300461196
8,Atelectasis,0.1964809384164222,0.4308681672025723,0.269889224572004,311.0,0.1906462075791388
9,Pneumothorax,0.25,0.1459459459459459,0.1843003412969283,185.0,0.18840270208316648
10,Pleural Effusion,0.5757575757575758,0.613664596273292,0.5941070354780517,805.0,0.6115586450131185
11,Pleural Other,0.074074074074074,0.1538461538461538,0.1,26.0,0.056745286639071565
12,Fracture,0.0588235294117647,0.0128205128205128,0.0210526315789473,78.0,0.054295469063990534
13,micro avg,0.3441204742069849,0.5822716183247493,0.4325848353640116,3689.0,0.31459641945862843
14,macro avg,0.2299407404228725,0.3577539116831781,0.2457478317776629,3689.0,0.22817376663080774
15,weighted avg,0.400881456526458,0.5822716183247493,0.4524744306332959,3689.0,0.4241533971867844
16,samples avg,0.3051309523809523,0.4977333333333333,0.3511263347763347,3689.0,0.4699196421402671
