Epoch,Train Loss,Validation Loss
1,1.1683782331163328,0.21358017031685694
2,1.1421804595344842,0.21525019231497983
3,1.1306443237731518,0.21783263604884107
4,1.125433293291915,0.21783493964981565
5,1.118521439278027,0.22163590433141042
6,1.111490530421558,0.22339426547679123
7,1.1062163244651004,0.22080424021093753
8,1.0978119885736783,0.22373840407928156
9,1.0940197755248942,0.22415434584048952
10,1.0870505596833286,0.22795984341188544
11,1.0790606088662347,0.22568763790736726
12,1.0708552263224929,0.22711825490518064
13,1.0648208868075961,0.22735463458928867
14,1.0618788778007937,0.22481580109903446
15,1.0513677778122819,0.2224860280824092
16,1.0442170557512656,0.2241425874821997
17,1.0412739401991726,0.22701734352221872
18,1.03195395735421,0.22509607378908542
19,1.0234398579578894,0.22522400575667822
20,1.0192710785769807,0.22510264838202387
