Epoch,Train Loss,Validation Loss
1,0.00917402888039658,0.18749361075712984
2,0.007930261358395148,0.20911103756966906
3,0.007830643076768595,0.21491057475831335
4,0.007737797088858737,0.2144184461377453
5,0.007682376168763365,0.218255929697836
6,0.007624510719460015,0.2201773148192337
7,0.007555872694457998,0.22202991434827293
8,0.007507218322607584,0.22432008191610653
9,0.0074347449963217726,0.22288274248662893
10,0.007395940108219645,0.22311819335128455
11,0.0073076319787481366,0.22453406826271
12,0.007245311182318732,0.22794959554926605
13,0.007162902694721696,0.2263390596516868
14,0.0070708737642836104,0.22872683699878463
15,0.006981015194376153,0.22507544267229757
16,0.0068864372112704105,0.2237305720551207
17,0.00678239106686041,0.22681839146192648
18,0.006686958721339023,0.2261827443175943
19,0.0065933118446514045,0.22565867156661382
20,0.0064747025136795595,0.22285624507905163
21,0.006372610227302424,0.22290536450497106
22,0.006237328491859054,0.21940686962675932
23,0.006137769540485572,0.22215245223573415
24,0.006009737617721982,0.2192345719605303
