Epoch,Train Loss,Validation Loss
1,1.2382359893920938,0.22193320075618747
2,1.1681762750474425,0.22385733488908688
3,1.1369045270201843,0.22994038434091887
4,1.1048322610785015,0.23215974471559891
5,1.0758229046710137,0.2339628595372867
6,1.053976852118046,0.23340136560641664
7,1.026803125177239,0.23295412251243966
8,1.0110709282892651,0.23219374627870717
9,0.990860655244743,0.23176332600917451
10,0.955540743747519,0.23483098729382992
11,0.943293892643884,0.23101946460100314
12,0.9193710657633316,0.23587827767356087
13,0.8891766444562231,0.23299076153281234
14,0.8768930710987947,0.23423772043541613
15,0.8615783499800537,0.23768168149055866
16,0.8371446032674021,0.2399935460961231
17,0.8128986752134766,0.23626350186879494
18,0.7981784947801558,0.23545426420551968
19,0.7793365277307921,0.23522385103445292
20,0.7670465033243744,0.2377673919296483
21,0.7501413069129128,0.23785907151295907
22,0.7333271758005832,0.23340228071129204
23,0.7204823186011114,0.23869287062620315
24,0.699940291181342,0.2361485596289923
25,0.694607269536427,0.235866395194874
26,0.6776410736845041,0.23103367248679443
