Epoch,Train Loss,Validation Loss
1,0.22570442920603911,0.20707003739450075
2,0.21715318725651025,0.2141381755446558
3,0.21531142797630803,0.21880965103783884
4,0.2140996779301456,0.2186696296686875
5,0.21291411157368983,0.2212636889395621
6,0.21132354583254218,0.22403562498240126
7,0.20994005183072598,0.22721572125562187
8,0.2087403230050761,0.22857419061415316
9,0.2079096141268856,0.22984313685363916
10,0.20670864179116727,0.23151975163514096
11,0.20527951329253794,0.22940909642227503
12,0.20433448638201263,0.23083428637894604
13,0.20332918723177779,0.2299679364395487
14,0.20189841599049635,0.22642824686100582
15,0.2014898899012091,0.2284896375014434
16,0.19987093518118193,0.2283661672718146
17,0.19877002018089918,0.22851902439906996
18,0.19772469510030966,0.23200874300683563
19,0.19622863425264828,0.22537097809941065
20,0.19584686471014487,0.2285044080482147
21,0.19443322720188227,0.22706656380249088
22,0.19377369619047233,0.2270305177585099
23,0.1926992590955344,0.2264831326194502
24,0.19143489334456049,0.22706235072281988
25,0.1903851576621909,0.22880512374008075
26,0.1888424992020731,0.22457805973546857
27,0.1886299848513255,0.2252585717461652
28,0.18713666204011636,0.2299279722465813
