Epoch,Train Loss,Validation Loss
1,1.1614819243151098,0.21560897005854368
2,1.1218753697898398,0.22019248227077032
3,1.0956987170347705,0.22363579530078656
4,1.0712451119499706,0.22818240368959591
5,1.0445416813638009,0.22834790880229874
6,1.0212145832459703,0.23028147574986216
7,0.9932957540701698,0.2309784560987262
8,0.9680506347721546,0.22940334383374045
9,0.9383903970682594,0.22719866882003611
10,0.9115437154609263,0.23127998752409237
11,0.881770734943143,0.23131338303884802
12,0.8524754156168254,0.23077522567147848
13,0.8221922625655897,0.2284155578549239
14,0.7948535713003911,0.23047209415488246
15,0.7700555209774979,0.2283924935712377
16,0.7379345617723021,0.22620963080345804
17,0.7104592729805994,0.22777421111332855
18,0.6817548109247857,0.22551821275399186
19,0.6525544459731316,0.22539309199801905
20,0.629029766710289,0.22116740221166195
