Epoch,Train Loss,Validation Loss
1,1.1733895643773264,0.21527428634655157
2,1.1337319339725467,0.2162657135748307
3,1.111135618400022,0.2184520378930585
4,1.0974306426233156,0.2215654939573758
5,1.076988697720694,0.22452114569002252
6,1.0611212266538665,0.22584352549608866
7,1.0414521999168054,0.22792974025441015
8,1.0211126838424158,0.22911176330890745
9,0.9992278296710638,0.22947365424842314
10,0.9747571091568004,0.2306854664371994
11,0.9504912997186417,0.23128912352053496
12,0.9298526545314143,0.22748141761124138
13,0.9064404284581182,0.22847760808888662
14,0.8868065809926312,0.22861138566287428
15,0.858282964334325,0.22768465042802682
16,0.8396443567463179,0.22814291637609968
17,0.8182361799053824,0.22881116816456012
18,0.7983364334184404,0.2297379352423621
19,0.772708712872908,0.2231018483617847
20,0.7484948350575314,0.22871045725613565
21,0.7314527083865389,0.23050502750793395
