,Label,precision,recall,f1-score,support,Average Precision
0,No Finding,0.1262989608313349,0.8876404494382022,0.2211336599020293,178.0,0.31797938545515825
1,Enlarged Cardiomediastinum,0.0522875816993464,0.8333333333333334,0.0984009840098401,96.0,0.100969043182012
2,Cardiomegaly,0.1535688536409516,0.8693877551020408,0.2610294117647059,245.0,0.24930920104000187
3,Lung Opacity,0.5593442622950819,0.8651115618661258,0.679410593389088,986.0,0.6213784432888714
4,Lung Lesion,0.0546218487394958,0.7027027027027027,0.1013645224171539,74.0,0.05567306423485088
5,Edema,0.3229166666666667,0.953846153846154,0.4824902723735408,520.0,0.442597269526773
6,Consolidation,0.0801418439716312,0.8308823529411765,0.1461836998706339,136.0,0.1074668736728242
7,Pneumonia,0.02827965435978,0.7346938775510204,0.0544629349470499,49.0,0.04346382550322228
8,Atelectasis,0.1698550724637681,0.9421221864951768,0.2878192534381139,311.0,0.20787097982297695
9,Pneumothorax,0.1089385474860335,0.8432432432432433,0.1929499072356215,185.0,0.1695009544801225
10,Pleural Effusion,0.5010482180293501,0.8906832298136645,0.6413237924865832,805.0,0.6079436012214735
11,Pleural Other,0.022167487684729,0.6923076923076923,0.0429594272076372,26.0,0.034848706290742076
12,Fracture,0.0443458980044345,0.7692307692307693,0.0838574423480083,78.0,0.06006520102252268
13,micro avg,0.184197082363626,0.8796421794524262,0.3046090303200976,3689.0,0.24961229435582433
14,macro avg,0.1710626842978926,0.8319373313747155,0.2533373770300005,3689.0,0.23223588836473474
15,weighted avg,0.3473136408273741,0.8796421794524262,0.4642818973704278,3689.0,0.4288588152889544
16,samples avg,0.1838045149295149,0.7939583333333333,0.2881789550318961,3689.0,0.41943713733026233
