,Label,precision,recall,f1-score,support,Average Precision
0,No Finding,0.2068273092369477,0.5786516853932584,0.3047337278106509,178.0,0.28798356828873495
1,Enlarged Cardiomediastinum,0.0801186943620178,0.28125,0.1247113163972286,96.0,0.0860528829277474
2,Cardiomegaly,0.2145804676753782,0.636734693877551,0.3209876543209876,245.0,0.2562773533455236
3,Lung Opacity,0.5914285714285714,0.6298174442190669,0.6100196463654224,986.0,0.5915961486078245
4,Lung Lesion,0.0471698113207547,0.1351351351351351,0.0699300699300699,74.0,0.046689953333341264
5,Edema,0.3907815631262525,0.75,0.5138339920948617,520.0,0.44916145190456913
6,Consolidation,0.0903361344537815,0.3161764705882353,0.1405228758169934,136.0,0.09361032015990967
7,Pneumonia,0.0409090909090909,0.3673469387755102,0.0736196319018405,49.0,0.047627143228875464
8,Atelectasis,0.1888111888111888,0.5209003215434084,0.2771599657827203,311.0,0.19385145185580405
9,Pneumothorax,0.1666666666666666,0.4324324324324324,0.2406015037593984,185.0,0.17013879121754003
10,Pleural Effusion,0.5330434782608696,0.7614906832298136,0.6271099744245524,805.0,0.5986803626290587
11,Pleural Other,0.0212765957446808,0.1923076923076923,0.0383141762452107,26.0,0.0249875216077243
12,Fracture,0.0639097744360902,0.4358974358974359,0.1114754098360655,78.0,0.06695850699296757
13,micro avg,0.282997622920055,0.613174301978856,0.3872624550590652,3689.0,0.29817854868112115
14,macro avg,0.2027584112640224,0.4644723794922722,0.2656169188220001,3689.0,0.22412426585381698
15,weighted avg,0.3863937238451087,0.613174301978856,0.4572095468156955,3689.0,0.4167203198797715
16,samples avg,0.2755275793650794,0.5414,0.3439131646131645,3689.0,0.46139447309634807
