,Label,precision,recall,f1-score,support,Average Precision
0,No Finding,0.1507782101167315,0.8707865168539326,0.2570480928689884,178.0,0.31547518032782557
1,Enlarged Cardiomediastinum,0.0474947807933194,0.9479166666666666,0.0904572564612326,96.0,0.09792799118541401
2,Cardiomegaly,0.157660991857883,0.8693877551020408,0.2669172932330827,245.0,0.25828311198813736
3,Lung Opacity,0.514161220043573,0.9574036511156186,0.669029057406095,986.0,0.6231933138744147
4,Lung Lesion,0.0442992011619462,0.8243243243243243,0.0840799448656099,74.0,0.06581959298141343
5,Edema,0.3322033898305084,0.9423076923076924,0.4912280701754385,520.0,0.4491654464798567
6,Consolidation,0.0752293577981651,0.9044117647058824,0.1389045736871823,136.0,0.10372750662870857
7,Pneumonia,0.0297619047619047,0.9183673469387756,0.0576553491351697,49.0,0.04020136621400507
8,Atelectasis,0.1749663526244952,0.8360128617363344,0.2893711741791875,311.0,0.2018543998882
9,Pneumothorax,0.0992749581706636,0.9621621621621622,0.1799797775530839,185.0,0.18327191968071666
10,Pleural Effusion,0.449074074074074,0.9639751552795032,0.6127121989735491,805.0,0.6274305491580587
11,Pleural Other,0.019298245614035,0.8461538461538461,0.0377358490566037,26.0,0.03159122197365369
12,Fracture,0.0484712900820283,0.8333333333333334,0.0916138125440451,78.0,0.07901297393119225
13,micro avg,0.174482618003874,0.9278937381404174,0.2937314969751576,3689.0,0.2759614558393987
14,macro avg,0.1648210751484098,0.8981956212830856,0.2512871115491745,3689.0,0.23668881340858436
15,weighted avg,0.326177528730441,0.9278937381404174,0.4574474152291946,3689.0,0.43550152572022444
16,samples avg,0.175393068043068,0.835275,0.2804909805064217,3689.0,0.4430852297702298
